training objective,layer,variables localized,interchange intervention accuracy,model index
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9390000104904176,9
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9319999814033508,9
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5630000233650208,9
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9240000247955322,9
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.912999987602234,9
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8650000095367432,9
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.6980000138282776,9
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9380000233650208,9
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9279999732971193,9
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9210000038146972,9
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7889999747276306,9
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9120000004768372,9
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.925000011920929,9
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.890999972820282,9
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.6800000071525574,9
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9179999828338624,9
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9079999923706056,9
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8659999966621399,9
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.6330000162124634,9
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9520000219345092,9
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9649999737739564,9
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.930999994277954,9
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.7160000205039978,9
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9390000104904176,9
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9380000233650208,9
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8889999985694885,9
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.6480000019073486,9
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9259999990463256,10
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.953000009059906,10
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.953000009059906,10
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.6740000247955322,10
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9089999794960022,10
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9120000004768372,10
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8920000195503235,10
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6159999966621399,10
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9300000071525574,10
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9419999718666076,10
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9169999957084656,10
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7540000081062317,10
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9100000262260436,10
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.912999987602234,10
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8970000147819519,10
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.5590000152587891,10
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9079999923706056,10
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.930999994277954,10
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9070000052452089,10
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.6859999895095825,10
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9559999704360962,10
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9629999995231628,10
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9319999814033508,10
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7379999756813049,10
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9279999732971193,10
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9359999895095824,10
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.890999972820282,10
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.7099999785423279,10
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9169999957084656,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9390000104904176,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.944000005722046,11
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.8999999761581421,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9160000085830688,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.930999994277954,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8870000243186951,11
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.5849999785423279,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9290000200271606,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9079999923706056,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9039999842643738,11
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6800000071525574,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9330000281333924,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.930999994277954,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8629999756813049,11
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.6930000185966492,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.9139999747276306,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9049999713897704,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8740000128746033,11
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.7289999723434448,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9589999914169312,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9649999737739564,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9229999780654908,11
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7329999804496765,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9470000267028807,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9470000267028807,11
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9079999923706056,11
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.7540000081062317,11
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9390000104904176,12
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9409999847412108,12
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9520000219345092,12
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5419999957084656,12
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9190000295639038,12
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9169999957084656,12
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8790000081062317,12
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.6240000128746033,12
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9390000104904176,12
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9300000071525574,12
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9020000100135804,12
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7360000014305115,12
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9240000247955322,12
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.915000021457672,12
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8659999966621399,12
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.6389999985694885,12
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.906000018119812,12
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.902999997138977,12
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8730000257492065,12
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.6110000014305115,12
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.962000012397766,12
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9359999895095824,12
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9430000185966492,12
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.7360000014305115,12
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9380000233650208,12
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9459999799728394,12
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8840000033378601,12
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.7590000033378601,12
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9520000219345092,13
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9490000009536744,13
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.962000012397766,13
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.9570000171661376,13
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9229999780654908,13
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.8930000066757202,13
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8820000290870667,13
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6769999861717224,13
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9480000138282776,13
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9359999895095824,13
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9190000295639038,13
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7649999856948853,13
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9229999780654908,13
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9089999794960022,13
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8989999890327454,13
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.8069999814033508,13
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.915000021457672,13
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.925000011920929,13
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9259999990463256,13
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.8339999914169312,13
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.953000009059906,13
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9520000219345092,13
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9350000023841858,13
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.734000027179718,13
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9390000104904176,13
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9419999718666076,13
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.9010000228881836,13
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.7039999961853027,13
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.944000005722046,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9399999976158142,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9259999990463256,14
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.9470000267028807,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9169999957084656,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9269999861717224,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.906000018119812,14
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.796999990940094,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9269999861717224,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.915000021457672,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.921999990940094,14
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6930000185966492,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9259999990463256,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9210000038146972,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8960000276565552,14
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.7089999914169312,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.9120000004768372,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.906000018119812,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8830000162124634,14
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6729999780654907,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9559999704360962,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9369999766349792,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.921999990940094,14
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7620000243186951,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9459999799728394,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9480000138282776,14
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.921999990940094,14
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.8389999866485596,14
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9470000267028807,15
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9380000233650208,15
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9169999957084656,15
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.8610000014305115,15
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9190000295639038,15
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9079999923706056,15
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8899999856948853,15
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7160000205039978,15
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9369999766349792,15
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9100000262260436,15
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9020000100135804,15
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7300000190734863,15
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9169999957084656,15
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9079999923706056,15
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8640000224113464,15
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.7429999709129333,15
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9229999780654908,15
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.8830000162124634,15
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8679999709129333,15
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7360000014305115,15
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9539999961853028,15
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.949999988079071,15
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9340000152587892,15
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.699999988079071,15
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.930999994277954,15
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9409999847412108,15
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.9039999842643738,15
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.75,15
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9340000152587892,16
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9459999799728394,16
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9520000219345092,16
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.9229999780654908,16
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9079999923706056,16
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.912999987602234,16
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8939999938011169,16
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.7039999961853027,16
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9390000104904176,16
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.925000011920929,16
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9169999957084656,16
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.6050000190734863,16
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.912999987602234,16
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9160000085830688,16
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.9020000100135804,16
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.6679999828338623,16
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9269999861717224,16
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.915000021457672,16
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9110000133514404,16
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.7670000195503235,16
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9660000205039978,16
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9629999995231628,16
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9319999814033508,16
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.6200000047683716,16
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9350000023841858,16
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.944000005722046,16
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8759999871253967,16
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.6940000057220459,16
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9160000085830688,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9319999814033508,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9580000042915344,17
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.6549999713897705,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9100000262260436,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9240000247955322,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9240000247955322,17
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.5379999876022339,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9210000038146972,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9350000023841858,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8980000019073486,17
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6959999799728394,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9359999895095824,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9100000262260436,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8820000290870667,17
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.6589999794960022,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.906000018119812,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9039999842643738,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8740000128746033,17
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6769999861717224,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9549999833106996,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9639999866485596,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9459999799728394,17
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7289999723434448,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9399999976158142,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9419999718666076,17
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.925000011920929,17
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.7919999957084656,17
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9480000138282776,18
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.944000005722046,18
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9559999704360962,18
